Ngbd	Address	SaleYearandMonth	Saletype	PrevSaleYearandMonth	SalePrice	LNSalePrice	PrevSalePrice	LNSalePriceLNPrevSalePrice	Saleyear1981	Saleyear1982	Saleyear1983	Saleyear1984	Saleyear1985	Saleyear1986	Saleyear1987	Saleyear1988	Saleyear1989	Saleyear1990	Saleyear1991	Saleyear1992	Saleyear1993	Saleyear1994	Saleyear1995	Saleyear1996	Saleyear1997	Saleyear1998	Saleyear1999	Saleyear2000	Saleyear2001	Saleyear2002	Saleyear2003	Saleyear2004	Saleyear2005	Saleyear2006	Saleyear2007	Saleyear2008	Saleyear2009	Saleyear2010	Saleyear2011	Saleyear2012	Saleyear2013	Saleyear2014	Saleyear2015	Saleyear2016	Saleyear2017	Saleyear2018	Lotsize	Storeys	Exteriorbrick	BasementFullfinished	Centralairconditioning	Garage	Bedrooms	Bathrooms	HousesCondition	Unattachedadultresidents	Youngadultresidents	Familieswithatleastonechildathome	Owneroccupiers	Dwellingunitsinneedofmajorrepairs	ResidentsmovingintoorwithinaDAduringpast5years	Adultunemploymentrate	Bluecollarworkers	Universityeducatedadults	Adultmedianincome	Visibleminorityresidents	Distancefromdowntown	DistancefromDetroitriverbank	Distancefromnearestelementaryschool	Constant	dLotsize	dStoreys	dExteriorbrick	dBasementfullfinished	dCentralairconditioning	dGarage	dBedrooms	dBathrooms	dHousesCondition	aUnattachedadultresidents	dYoungadultresidents	dFamilieswithatleastonechildathome	dOwneroccupiers	dDwellingunitsinneedofmajorrepairs	dResidentsmovingintoorwithinaDAduringpast5years	dAdultunemploymentrate	dBluecollarworkers	dUniversityeducatedadults	dAdultmedianincome	dVisibleminorityresidents
0	"248 MOY AV"	1983.09	1	1980.99	27000	10.203592144986466			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64	2	1	1	0	1	4	2	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.7181437121309073	0.10950110694795567	0.40281403806415406	1																				
0	"259 LOUIS AV"	1983.09	1	1980.99	9000	9.104979856318357			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26	1	0	0	0	0	3	2	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.8824896900562933	0.23243561767050602	0.6039920643477827	1																				
0	"260 HALL AV"	1983.1	1	1980.99	23000	10.043249494911286			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42	2.5	0	1	0	0	4	2	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.6278725391752258	0.16990776914371142	0.30024605417402217	1																				
0	"156 MARENTETTE A"	1983.1	1	1980.99	16400	9.70503661381229			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98	2	0	1	0	0	4	1	0	38.2716049382716	8.791208791208792	30.434782608695656	8.333333333333332	6.122448979591836	51.724137931034484	3.7037037037037033	15.625	30.666666666666664	27.217000000000002	29.347826086956523	1.0106337233598477	0.12404959661480142	0.5157243741235773	1																				
0	"317 LANGLOIS AV"	1984.06	1	1980.99	12000	9.392661928770137			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48	1	0	0	0	0	2	1	0	44.927536231884055	8.13953488372093	29.629629629629626	33.33333333333333	10.526315789473683	53.01204819277109	2.857142857142857	19.047619047619047	16.923076923076923	19.676000000000002	26.744186046511626	1.3054415009379845	0.2500565833326198	0.21377831331091435	1																				
0	"543 LINCOLN Rd"	1984.08	1	1980.99	30000	10.308952660644293			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42	2	0	0	0	0	3	3	0	51.80722891566265	8.823529411764707	44.44444444444444	61.702127659574465	10.416666666666668	75.53191489361703	8.045977011494253	5.88235294117647	35.44303797468354	25.809	16.666666666666664	1.9601426252622034	0.3885940874808178	0.48115544881710415	1																				
0	"820 Assumption S"	1984.09	1	1980.99	5000	8.517193191416238			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21	2	0	0	0	0	4	2	0	51.89873417721519	7.6923076923076925	43.47826086956522	39.02439024390244	30	71.875	10.126582278481013	15.789473684210526	12.676056338028168	20.909	51.42857142857142	1.1097072718149987	0.3420718900615627	0.37788035084205385	1																				
0	"340 MOY Av"	1984.1	1	1980.99	26000	10.165851817003619			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64	2	1	0	0	2	6	2	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.731361832772557	0.19564117315841822	0.35137217226131434	1																				
0	"177 MARENTETTE A"	1985.02	1	1980.99	39400	10.581521095286025			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	1	0	0	0	2	2	1	0	38.2716049382716	8.791208791208792	30.434782608695656	8.333333333333332	6.122448979591836	51.724137931034484	3.7037037037037033	15.625	30.666666666666664	27.217000000000002	29.347826086956523	0.9873267438268307	0.10396754539034991	0.5478332739413141	1																				
0	"306 AYLMER AV"	1985.02	1	1980.99	13500	9.51044496442652			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95	1	0	0	0	0	3	1	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.7976713786151279	0.32756517640719474	0.6941566160675234	1																				
0	"204 MOY AV"	1985.02	1	1980.99	42000	10.645424897265505			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51	1	1	0	0	2	2	1	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.7133816636060826	0.06915695997605775	0.4308027839880215	1																				
0	"652 Assumption S"	1985.03	1	1980.99	32000	10.373491181781864			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56	2	0	0	1	0	3	1	0	51.89873417721519	7.6923076923076925	43.47826086956522	39.02439024390244	30	71.875	10.126582278481013	15.789473684210526	12.676056338028168	20.909	51.42857142857142	0.8952232190379303	0.36020143533097615	0.6075505131150538	1																				
0	"561 RIVERSIDE DR"	1985.04	1	1980.99	74900	11.22390916950531			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41	2	0	1	1	0	9	2	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.6738154947102042	0.11819661916693791	0.8390657590481916	1																				
0	"281 LOUIS AV"	1985.04	1	1980.99	15000	9.615805480084347			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26	1	0	0	0	0	4	2	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.888332051624356	0.25021422039489183	0.5976779391892497	1																				
0	"510 LANGLOIS AV"	1985.05	1	1980.99	40000	10.596634733096073			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58	1	0	0	1	1	3	1	0	44.927536231884055	8.13953488372093	29.629629629629626	33.33333333333333	10.526315789473683	53.01204819277109	2.857142857142857	19.047619047619047	16.923076923076923	19.676000000000002	26.744186046511626	1.387059762203784	0.4597157479915803	0.1336303265075307	1																				
0	"372 GLADSTONE AV"	1985.06	1	1980.99	43000	10.668955394675699			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45	2.5	0	0	0	1.5	4	2	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.8496404747616397	0.27288804206828443	0.40927995401065087	1																				
0	"886 CHATHAM ST E"	1985.07	1	1980.99	25000	10.126631103850338			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52	1	0	0	0	0	3	1	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	1.0873499066146939	0.17787257406345525	0.43671770457354375	1																				
0	"462 GLADSTONE AV"	1985.08	1	1980.99	36500	10.505067539570582			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45	1.5	1	0	0	1	3	1	0	51.28205128205128	7.000000000000001	39.130434782608695	45.23809523809524	14.634146341463413	75.51020408163265	6.578947368421052	19.565217391304348	22.950819672131146	21.64	28.000000000000004	1.8702093676903626	0.35536704157709553	0.40171648949671734	1																				
0	"395 LINCOLN RD"	1985.09	1	1980.99	19000	9.852194258148577			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13	2	1	0	0	0	4	2	0	54.25531914893617	7.4074074074074066	22.727272727272727	31.372549019607842	7.8431372549019605	68.08510638297872	2.4390243902439024	19.672131147540984	36.36363636363637	27.357	12.371134020618557	1.9191411591439687	0.21932157923803186	0.48789555074454194	1																				
0	"756 Brant St E"	1985.09	1	1980.99	48500	10.789319076925574			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22	2	0	1	0	0	6	3	0	51.89873417721519	7.6923076923076925	43.47826086956522	39.02439024390244	30	71.875	10.126582278481013	15.789473684210526	12.676056338028168	20.909	51.42857142857142	1.0646581466718086	0.4650861354302114	0.46833997674985417	1																				
0	"469 HALL AV"	1985.09	1	1980.99	39500	10.584055950889214			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58	2	1	0	0	1	3	1	0	49.35064935064935	10.416666666666668	33.33333333333333	35	12.5	47.25274725274725	4	11.627906976744185	27.142857142857142	23.074	27.083333333333332	1.6645970975546847	0.3916064356081588	0.18803874035100865	1																				
0	"277 AYLMER AV"	1985.09	1	1980.99	11500	9.350102314351341			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51	1	0	0	0	0	3	2	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.7637084609237552	0.28582145738889153	0.7235500324608171	1																				
0	"285 AYLMER AV"	1985.09	1	1980.99	11500	9.350102314351341			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51	1	0	0	0	0	3	2	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.7666746730920246	0.2942876790714537	0.721337817196158	1																				
0	"140 GLENGARRY AV"	1985.11	1	1980.99	29000	10.275051108968611			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11	1.5	0	0	0	0	4	3	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.6170264170299891	0.11127899174441747	0.8846456846067436	1																				
0	"235 LINCOLN RD"	1985.11	1	1980.99	85000	11.350406535472453			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	0	9	3	0	54.25531914893617	7.4074074074074066	22.727272727272727	31.372549019607842	7.8431372549019605	68.08510638297872	2.4390243902439024	19.672131147540984	36.36363636363637	27.357	12.371134020618557	1.8948354870418511	0.06899425637264578	0.5424854132958843	1																				
0	"1479 RIVERSIDE D"	1985.12	1	1980.99	105000	11.56171562913966			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04	2	1	1	0	2	5	2	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.7908558054938923	0.05251732817852983	0.48979588782627137	1																				
0	"149 HALL AV"	1986.01	1	1980.99	21900	9.994241915804592			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68	2.5	0	0	0	0	3	1	0	51.24999999999999	6.185567010309279	32.142857142857146	53.48837209302325	4.651162790697675	42.857142857142854	3.896103896103896	20	12	29.081	18.556701030927837	1.5989046526117674	0.11244035054480728	0.3370801384880777	1																				
0	"549 GLADSTONE AV"	1986.02	1	1980.99	35000	10.46310334047155			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18	1.5	0	0	0	0	7	3	0	51.28205128205128	7.000000000000001	39.130434782608695	45.23809523809524	14.634146341463413	75.51020408163265	6.578947368421052	19.565217391304348	22.950819672131146	21.64	28.000000000000004	1.8748136386106469	0.443542649932384	0.39060313568075045	1																				
0	"1030 UNIVERSITY"	1986.02	1	1980.99	67000	11.112447898373103			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38	2	1	0	0	0	6	2	0	44.927536231884055	8.13953488372093	29.629629629629626	33.33333333333333	10.526315789473683	53.01204819277109	2.857142857142857	19.047619047619047	16.923076923076923	19.676000000000002	26.744186046511626	1.3612737344178996	0.2855656445736299	0.20908822104403235	1																				
0	"840 Brant St E"	1986.04	1	1980.99	44500	10.703244468154331			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.5	1	0	0	0	4	1	0	51.89873417721519	7.6923076923076925	43.47826086956522	39.02439024390244	30	71.875	10.126582278481013	15.789473684210526	12.676056338028168	20.909	51.42857142857142	1.1937310553263232	0.45919615806717395	0.3229578003074276	1																				
0	"472 LINCOLN RD"	1986.05	1	1980.99	58000	10.968198289528557			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42	2	1	1	0	2	4	3	0	51.80722891566265	8.823529411764707	44.44444444444444	61.702127659574465	10.416666666666668	75.53191489361703	8.045977011494253	5.88235294117647	35.44303797468354	25.809	16.666666666666664	1.9605110296663304	0.31898534187864236	0.49587976874061446	1																				
0	"215 PARENT Av"	1986.05	1	1980.99	16000	9.680344001221918			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08	2	1	0	0	0	4	2	0	44.927536231884055	8.13953488372093	29.629629629629626	33.33333333333333	10.526315789473683	53.01204819277109	2.857142857142857	19.047619047619047	16.923076923076923	19.676000000000002	26.744186046511626	1.1590326481752347	0.17798980993996683	0.3684772921968176	1																				
0	"269 GLENGARRY AV"	1986.07	1	1980.99	30000	10.308952660644293			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15	1	0	0	0	0	2	1	0	56.98924731182796	8.799999999999999	26.666666666666668	39.130434782608695	23.91304347826087	55.85585585585585	8.88888888888889	12	7.59493670886076	18.511	44.91525423728814	0.6580729832835588	0.29349441983167135	0.8347209712200434	1																				
0	"369 PIERRE AV"	1986.07	1	1980.99	35000	10.46310334047155			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63	1	0	0	0	1.5	2	1	0	49.35064935064935	10.416666666666668	33.33333333333333	35	12.5	47.25274725274725	4	11.627906976744185	27.142857142857142	23.074	27.083333333333332	1.5302269718098565	0.2711089828693465	0.15300183317959481	1																				
0	"454 AYLMER AV"	1986.08	1	1980.99	19000	9.852194258148577			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26	1	0	0	0	0	2	1	0	51.89873417721519	7.6923076923076925	43.47826086956522	39.02439024390244	30	71.875	10.126582278481013	15.789473684210526	12.676056338028168	20.909	51.42857142857142	0.8659162765915653	0.4694117833190856	0.6736080400976461	1																				
